",""BMI &gt";"= 30 (age-standardized estimate)"",""BMI &gt";"= 30 (age-standardized estimate)"",""BMI &gt";"= 30 (age-standardized estimate)"",""BMI &gt";"= 30 (age-standardized estimate)"",""BMI &gt";"= 30 (age-standardized estimate)"",""BMI &gt";"= 30 (age-standardized estimate)"""
","" 2014"","" 2014"","" 2014"","" 2010"","" 2010"","" 2010""";;;;;;
","" 18+  years"","" 18+  years"","" 18+  years"","" 18+  years"","" 18+  years"","" 18+  years""";;;;;;
"Country,"" Both sexes"","" Female"","" Male"","" Both sexes"","" Female"","" Male""";;;;;;
"Myanmar,""2.9 [1.5-4.1]"",""4.3 [2.4-7]"",""1.4 [0.6-2.7]"",""2.1 [1.3-3]"",""3.1 [1.9-4.9]"",""1 [0.5-1.8]""";;;;;;
"Namibia,""18.9 [14.4-23.5]"",""28.2 [20.6-36.1]"",""9.2 [5.4-14.2]"",""16.8 [13.5-20.5]"",""25.7 [19.6-32.1]"",""7.3 [4.7-10.7]""";;;;;;
"Nauru,""45.6 [38.6-52.8]"",""51.6 [41.7-60.7]"",""39.7 [29.5-50.3]"",""45.4 [39.7-51.1]"",""51 [43-58.6]"",""39.9 [31.7-48.6]""";;;;;;
"Nepal,""3.3 [1.9-4.6]"",""4.6 [2.7-7.1]"",""1.8 [0.9-3.4]"",""2.7 [1.8-3.7]"",""3.8 [2.4-5.6]"",""1.6 [0.8-2.6]""";;;;;;
"Netherlands,""19.8 [15.7-24.1]"",""18.3 [13-24.4]"",""21.4 [15.3-27.8]"",""18 [15-21]"",""16.7 [12.8-21.1]"",""19.4 [15.1-23.9]""";;;;;;
"New Zealand,""29.2 [25.2-33.1]"",""30.8 [25.2-36.6]"",""27.7 [22.1-33.7]"",""26.5 [23.4-29.6]"",""28.1 [24-32.6]"",""24.8 [20.8-29.2]""";;;;;;
"Nicaragua,""17.1 [12.6-21.4]"",""23.2 [16.7-30.5]"",""10.8 [6.4-16.4]"",""15.7 [12.6-19]"",""21.5 [16.6-27]"",""9.8 [6.6-13.9]""";;;;;;
"Niger,""4.3 [2.8-5.9]"",""6.8 [4.3-10]"",""1.9 [0.9-3.4]"",""3.7 [2.7-4.8]"",""5.8 [4-8]"",""1.7 [0.9-2.8]""";;;;;;
"Nigeria,""11 [8.2-13.9]"",""16.3 [12-21.5]"",""5.9 [3.4-9.2]"",""8.9 [7.1-10.8]"",""13.4 [10.3-16.9]"",""4.6 [3-6.6]""";;;;;;
"Niue,""43.2 [37.8-48.8]"",""49 [41.5-56.6]"",""37.7 [30.1-45.5]"",""41 [36.2-45.5]"",""47.3 [40.7-53.5]"",""35 [28.9-41.4]""";;;;;;
"Norway,""23.1 [18.6-27.7]"",""21.7 [15.7-28]"",""24.6 [18.3-31.4]"",""21.6 [18.3-24.7]"",""20.7 [16.2-25.3]"",""22.4 [17.9-27.3]""";;;;;;
"Oman,""30.9 [25.5-36.4]"",""37.7 [29.9-45.7]"",""27.2 [20.4-34.7]"",""28.4 [24.5-32.1]"",""34.9 [29-40.9]"",""23.9 [18.9-29.3]""";;;;;;
"Pakistan,""5.4 [3.6-7.3]"",""7.3 [4.6-10.9]"",""3.7 [1.9-6.4]"",""4.7 [3.3-6.2]"",""6.4 [4.4-9.1]"",""3.2 [1.8-5.1]""";;;;;;
"Palau,""47.6 [42.4-53.5]"",""52.2 [43.9-60.2]"",""43.1 [34.8-51.3]"",""46.1 [41.1-51.2]"",""51 [44-57.7]"",""41.4 [34.6-48.4]""";;;;;;
"Panama,""26.8 [21.5-31.7]"",""33.1 [25.4-40.9]"",""20.6 [14.3-27.8]"",""23.7 [20-27.7]"",""30 [24.1-36.1]"",""17.6 [13.2-22.6]""";;;;;;
"Papua New Guinea,""27.9 [22.5-34]"",""33.4 [25.3-41.9]"",""22.6 [15.4-30.9]"",""26.2 [21.3-30.5]"",""31.7 [24.9-38.7]"",""20.9 [14.9-27.6]""";;;;;;
"Paraguay,""16.3 [11.8-20.4]"",""19.5 [13.3-27.1]"",""13.1 [8-19.4]"",""14.5 [11.3-18]"",""17.5 [12.6-23.4]"",""11.6 [7.8-16.2]""";;;;;;
"Peru,""21.1 [16.8-25.8]"",""26.5 [20.3-33.2]"",""15.8 [10-22.6]"",""18.5 [15.3-21.8]"",""23.5 [18.7-28.4]"",""13.5 [9.3-18.4]""";;;;;;
"Philippines,""5.1 [3.2-7.2]"",""6.6 [3.8-10.3]"",""3.6 [1.8-6.4]"",""4.1 [2.8-5.4]"",""5.5 [3.6-7.9]"",""2.8 [1.7-4.4]""";;;;;;
"Poland,""25.2 [19.9-30.5]"",""26.7 [19.1-35.1]"",""23.5 [16.8-30.6]"",""23.1 [19-27.1]"",""25.1 [19.4-31.3]"",""21 [16.2-26.2]""";;;;;;
"Portugal,""20.1 [14.8-25.3]"",""20.3 [13.9-27.3]"",""19.8 [13.4-26.8]"",""18.4 [14.8-22.1]"",""18.9 [14-24.3]"",""17.8 [13-23]""";;;;;;
"Qatar,""42.3 [35.9-48.4]"",""49.7 [41.4-57.8]"",""40 [31.8-48.1]"",""38.1 [33.2-43.3]"",""46.5 [39.9-53.1]"",""35.4 [29.3-41.6]""";;;;;;
"Republic of Korea,""5.8 [3.7-8]"",""6.7 [3.9-10.5]"",""4.8 [2.6-7.7]"",""4.2 [3.1-5.4]"",""4.9 [3.3-7]"",""3.5 [2.2-5.1]""";;;;;;
"Republic of Moldova,""14.9 [10.2-20]"",""17.9 [11.4-25.4]"",""11.4 [6.7-17.6]"",""13.6 [10.1-17.1]"",""16.9 [11.6-22.7]"",""10 [6.4-14.4]""";;;;;;
"Romania,""21.7 [16.1-27.4]"",""22.7 [15.2-31.2]"",""20.5 [13.8-27.9]"",""20.2 [16.3-24.4]"",""21.7 [15.9-28.3]"",""18.5 [13.5-24]""";;;;;;
"Russian Federation,""24.1 [18.9-29.3]"",""27.4 [19.6-35.4]"",""20.3 [14.1-27.3]"",""22.2 [18.6-26.2]"",""26.2 [20.4-32.1]"",""17.6 [13.1-22.4]""";;;;;;
"Rwanda,""4 [2.3-5.7]"",""6.6 [3.9-10.2]"",""1.2 [0.5-2.6]"",""3.1 [2-4.4]"",""5.2 [3.3-7.8]"",""1 [0.4-1.9]""";;;;;;
"Saint Kitts and Nevis,""28.3 [22.5-34.5]"",""35.3 [26.3-44.7]"",""21.2 [13.8-30]"",""25.7 [21-30.6]"",""33.1 [25.8-40.7]"",""18.3 [12.9-24.7]""";;;;;;
"Saint Lucia,""26.9 [21.4-33]"",""33.9 [24.8-43.3]"",""19.7 [12.4-28.7]"",""23.6 [19.2-28.1]"",""30.7 [23.6-38.2]"",""16.3 [11-22.5]""";;;;;;
"Saint Vincent and the Grenadines,""24.3 [18.7-29.3]"",""30.9 [22.8-39.7]"",""17.9 [11.8-25.3]"",""21.8 [17.6-25.9]"",""28.6 [22.3-35.7]"",""15.1 [10.7-20.4]""";;;;;;
"Samoa,""43.4 [37.4-49.1]"",""51.3 [43.4-59.1]"",""36 [27.6-45]"",""41.8 [37.1-46.7]"",""50 [43.4-56.7]"",""34 [27.2-41.3]""";;;;;;
"San Marino,""No data"",""No data"",""No data"",""No data"",""No data"",""No data""";;;;;;
"Sao Tome and Principe,""12.3 [8.8-15.5]"",""18.2 [13.1-24.1]"",""6.2 [3.5-10.1]"",""10.4 [8.1-12.7]"",""15.7 [11.7-20.1]"",""5 [3.1-7.5]""";;;;;;
"Saudi Arabia,""34.7 [29.6-40.1]"",""41.4 [33.8-49.1]"",""29.9 [22.9-37.7]"",""32 [28.1-36.1]"",""38.8 [33-44.7]"",""26.8 [21.8-32.4]""";;;;;;
"Senegal,""9.8 [6.9-12.5]"",""14.6 [10.4-19.8]"",""4.8 [2.6-7.7]"",""8.5 [6.6-10.5]"",""12.7 [9.5-16.5]"",""4.2 [2.6-6.2]""";;;;;;
"Serbia,""19.5 [14.6-23.8]"",""20.5 [13.5-28.3]"",""18.6 [12.8-25.5]"",""17.9 [14.2-21.4]"",""19.1 [13.7-24.9]"",""16.7 [12.4-21.8]""";;;;;;
"Seychelles,""26.3 [20.5-31.7]"",""35.9 [27.3-44.9]"",""17.1 [10.5-25.1]"",""23 [18.4-27.3]"",""32.1 [25.3-39.7]"",""14.2 [9.2-20]""";;;;;;
"Sierra Leone,""7.6 [5.5-9.8]"",""12 [8.3-16.2]"",""3.1 [1.7-5.1]"",""6.2 [4.7-7.8]"",""9.8 [7.3-12.7]"",""2.6 [1.6-3.8]""";;;;;;
"Singapore,""6.2 [4.3-8.2]"",""6.8 [4.3-10.1]"",""5.7 [3.4-8.7]"",""5 [3.7-6.3]"",""5.6 [3.8-7.9]"",""4.4 [2.9-6.4]""";;;;;;
"Slovakia,""25.7 [20-31.3]"",""26.7 [18.7-35.2]"",""24.6 [17.4-32.7]"",""23.4 [18.9-27.5]"",""24.9 [18.5-31.4]"",""21.8 [16.5-27.7]""";;;;;;
"Slovenia,""25.1 [19.3-31]"",""25.5 [17.1-35.2]"",""24.6 [16.7-33.3]"",""23.2 [18.4-28.2]"",""24.2 [17.4-31.8]"",""22.2 [16.3-28.8]""";;;;;;
"Solomon Islands,""27.7 [22.4-33.1]"",""33.7 [25.7-41.8]"",""21.8 [14.9-29.9]"",""26.1 [21.7-30.4]"",""32.2 [25.8-38.8]"",""20.1 [14.5-26.3]""";;;;;;
"Somalia,""4.6 [2.6-6.6]"",""7.2 [4-11.5]"",""2.1 [0.8-4]"",""3.9 [2.3-5.5]"",""5.9 [3.5-9]"",""1.9 [0.9-3.4]""";;;;;;
"South Africa,""26.8 [22.8-31.3]"",""37.3 [30.6-43.9]"",""15.7 [11-21.5]"",""24.1 [21.3-27.3]"",""34.7 [29.6-39.7]"",""12.9 [9.8-16.6]""";;;;;;
"South Sudan,""7.5 [4.9-10.2]"",""11.1 [7.1-16.1]"",""4 [2.1-7]"",""6.3 [4.4-8.1]"",""9.2 [6.3-12.7]"",""3.4 [2-5.5]""";;;;;;
"Spain,""23.7 [19.5-28.1]"",""24.7 [18.5-31.4]"",""22.8 [16.7-29.3]"",""22.1 [18.7-25.4]"",""23.1 [18.5-28.1]"",""21.1 [16.8-25.5]""";;;;;;
"Sri Lanka,""6.5 [3.9-9.1]"",""9.5 [5.5-14.7]"",""3.4 [1.6-6.2]"",""4.8 [3.3-6.4]"",""7.3 [4.7-10.7]"",""2.3 [1.3-3.8]""";;;;;;
"Sudan,""7.5 [4.9-10.2]"",""11.1 [7.1-16.1]"",""4 [2.1-7]"",""6.3 [4.4-8.1]"",""9.2 [6.3-12.7]"",""3.4 [2-5.5]""";;;;;;
"Suriname,""26.1 [20.7-31.9]"",""32.9 [24.5-42]"",""19.4 [13-26.8]"",""23.4 [19-27.3]"",""30.2 [23.6-37.4]"",""16.5 [11.8-21.9]""";;;;;;
"Swaziland,""17.7 [13.5-22.2]"",""27.8 [19.7-36.5]"",""7.5 [4.1-12.3]"",""15.9 [12.2-19.7]"",""25.2 [19-32]"",""6.2 [3.8-9.3]""";;;;;;
"Sweden,""20.5 [16.3-25.2]"",""18.6 [13.1-24.8]"",""22.5 [16.4-29.3]"",""18.8 [15.7-21.8]"",""17.2 [13.2-21.5]"",""20.4 [16.2-24.9]""";;;;;;
"Switzerland,""19.4 [15.6-23.5]"",""16.5 [11.3-22.5]"",""22.3 [16.4-28.8]"",""17.8 [15-20.9]"",""15.5 [11.5-19.8]"",""20.2 [15.9-24.7]""";;;;;;
"Syrian Arab Republic,""23.5 [18.7-28.3]"",""29.9 [22.7-37.5]"",""17.4 [11.8-23.7]"",""21.3 [17.8-24.8]"",""27.5 [21.9-33.3]"",""15.5 [11.4-20.1]""";;;;;;
"Tajikistan,""13.6 [9.5-17.7]"",""17.3 [11.3-24.1]"",""9.9 [5.3-16.2]"",""12.1 [8.8-15.2]"",""15.6 [10.9-21]"",""8.6 [5-13.1]""";;;;;;
"Thailand,""8.5 [5.8-11.3]"",""11.1 [7.2-16.1]"",""5.7 [3.2-9.4]"",""6.7 [4.8-8.4]"",""9.1 [6.5-12.4]"",""4.1 [2.7-6.2]""";;;;;;
"The former Yugoslav republic of Macedonia,""19.6 [14.7-24.7]"",""20.9 [13.6-29.2]"",""18.3 [12-25.7]"",""18.2 [14.3-22.3]"",""19.9 [14.1-26.5]"",""16.5 [11.8-22.1]""";;;;;;
"Timor-Leste,""2.2 [1.1-3.3]"",""3.2 [1.7-5.5]"",""1.2 [0.5-2.5]"",""1.7 [1-2.4]"",""2.5 [1.4-3.9]"",""0.9 [0.4-1.6]""";;;;;;
"Togo,""7.5 [5.1-10]"",""11.9 [8-16.5]"",""3 [1.6-5]"",""6.5 [4.8-8.2]"",""10.2 [7.4-13.4]"",""2.6 [1.6-3.9]""";;;;;;
"Tonga,""43.3 [37.1-49.2]"",""50.1 [42-58]"",""36.4 [28.1-45.4]"",""41.6 [36.8-46.4]"",""49 [42.3-55.6]"",""34.3 [27.6-41.5]""";;;;;;
"Trinidad and Tobago,""31.1 [23.6-38.6]"",""38 [26.6-49.7]"",""24.1 [14-36.2]"",""27 [21.2-32.9]"",""34.6 [25.8-44]"",""19.1 [12.1-27.4]""";;;;;;
"Tunisia,""27.1 [22.6-31.7]"",""33.8 [26.7-41.1]"",""20.3 [14.6-26.6]"",""24.6 [21-27.8]"",""31.3 [25.9-36.9]"",""17.8 [13.6-22.2]""";;;;;;
"Turkey,""29.5 [25.2-33.8]"",""35.8 [29.2-42.4]"",""22.9 [17.5-28.9]"",""27 [24-30.2]"",""33.4 [28.7-38.2]"",""20.4 [16.6-24.7]""";;;;;;
"Turkmenistan,""20.1 [15.5-24.9]"",""23.1 [16.2-30.6]"",""17.1 [11-24]"",""17.6 [13.9-21.6]"",""20.6 [15.2-26.5]"",""14.4 [9.7-19.5]""";;;;;;
"Tuvalu,""40.3 [34.2-46.7]"",""46.4 [38.4-54.3]"",""34.5 [26.4-42.8]"",""38.4 [33.5-43.3]"",""44.6 [37.8-51.6]"",""32.4 [25.7-39.2]""";;;;;;
"Uganda,""4.9 [3-6.9]"",""8.3 [5.1-12.5]"",""1.6 [0.7-3.1]"",""3.7 [2.3-5.1]"",""6.3 [4.1-9.1]"",""1.2 [0.6-2.3]""";;;;;;
"Ukraine,""20.1 [14.2-25]"",""22.6 [14.6-31.5]"",""17.1 [10.9-24.4]"",""18.7 [14.4-22.8]"",""21.7 [15.3-28.7]"",""15.3 [10.5-20.8]""";;;;;;
"United Arab Emirates,""37.2 [30.9-43.4]"",""45.1 [36.9-53.3]"",""33.8 [26-41.7]"",""34.5 [29.9-39.1]"",""43.2 [36.9-49.3]"",""30.9 [25.1-36.8]""";;;;;;
"United Kingdom of Great Britain and Northern Ireland,""28.1 [24.5-31.8]"",""29.2 [24.4-34.2]"",""26.9 [22.1-32.2]"",""25.5 [23.3-27.7]"",""26.8 [23.6-30.2]"",""24.1 [21-27.5]""";;;;;;
"United Republic of Tanzania,""7.1 [5.1-9.1]"",""11.4 [8-15.5]"",""2.8 [1.5-4.8]"",""5.6 [4.2-6.9]"",""9 [6.7-11.8]"",""2.2 [1.3-3.5]""";;;;;;
"United States of America,""33.7 [29.6-37.7]"",""34.7 [28.9-40.7]"",""32.6 [26.7-38.7]"",""31.2 [28.2-34.2]"",""32.5 [28.4-36.9]"",""29.8 [25.8-34.1]""";;;;;;
"Uruguay,""26.7 [20.8-32.1]"",""30.6 [22.5-38.9]"",""22.5 [15.6-30.3]"",""23.8 [19.3-28.2]"",""27.5 [21.2-34.1]"",""19.8 [14.6-25.7]""";;;;;;
"Uzbekistan,""15.5 [10.7-19.6]"",""18.9 [12.7-26.4]"",""12.1 [7-18.6]"",""13.6 [10.2-17.1]"",""16.8 [11.8-22.4]"",""10.5 [6.5-15.4]""";;;;;;
"Vanuatu,""35.4 [29.7-40.8]"",""41.5 [33.7-49.2]"",""29.4 [21.7-37.5]"",""33.3 [28.7-37.6]"",""39.7 [33.3-46]"",""27.1 [21.1-33.5]""";;;;;;
"Venezuela (Bolivarian Republic of),""24.8 [20.3-30]"",""29.4 [22.5-36.9]"",""20.3 [14.2-27.2]"",""23.3 [19.5-27.2]"",""27.9 [22.6-33.5]"",""18.8 [14.2-23.8]""";;;;;;
"Viet Nam,""3.6 [1.9-5.4]"",""4.8 [2.5-8.1]"",""2.3 [1-4.4]"",""2.6 [1.5-3.5]"",""3.6 [2-5.5]"",""1.5 [0.8-2.5]""";;;;;;
"Yemen,""17.2 [11.9-22]"",""23.4 [15.8-31.9]"",""11.1 [6.2-17.2]"",""15.7 [12.1-19.5]"",""21.8 [15.8-28.6]"",""9.8 [6.1-14.4]""";;;;;;
"Zambia,""8.9 [6-11.6]"",""14.3 [9.7-19.8]"",""3.4 [1.7-5.9]"",""7.1 [5.1-9]"",""11.4 [8.2-15.1]"",""2.8 [1.6-4.4]""";;;;;;
"Zimbabwe,""10.5 [6.7-14.2]"",""18.5 [12.1-25.9]"",""2.4 [1-4.5]"",""9.7 [7.1-12.4]"",""17.1 [12.1-22.7]"",""2.2 [1.1-3.8]""";;;;;;
